method,success_rate,first_error_step,recovery_at_error,trap_at_1,plan_feasibility,constraint_violation_rate,plan_execution_consistency,token_cost,latency_cost,diversity_coverage
diplan_torch,0.0,1.1759259259259258,0.17592592592592593,0.027777777777777776,1.0,0.1388888888888889,0.2736111111111111,196.10185185185185,0.9311111111111111,0.11549639917695473
