setting,success_rate,first_error_step,recovery_at_error,plan_feasibility,constraint_violation_rate,token_cost,latency_cost
mlp_direct,0.015470643056849953,1.3899347623485554,0.04417520969245107,0.9979496738117428,0.0020503261882572226,5.411369990680336,0.02
mlp_memory_prefilter_no_value,0.03951537744641193,1.8812674743709226,0.21863932898415658,0.9998136067101584,0.0001863932898415657,44.451817334575956,0.19516123019571296
mlp_memory_prefilter_bce_value,0.049394221808014914,1.5824790307548928,0.14147250698974836,0.9992544268406337,0.0007455731593662628,29.3524697110904,0.1951649580615098
mlp_memory_prefilter_pairwise_value,0.07213420316868593,1.7312208760484622,0.16365330848089468,0.9994408201304753,0.0005591798695246971,34.46244175209692,0.19513513513513514
